loss,acc,test_loss,test_acc
0.03398,1.000,0.83342,0.74875
0.25369,0.938,0.85337,0.75250
0.41277,0.812,0.84551,0.75687
0.35663,0.875,0.85127,0.75000
0.08029,1.000,0.82110,0.76250
0.07904,1.000,0.80424,0.76313
0.35985,0.875,0.85714,0.73438
0.03950,1.000,0.83834,0.75250
0.11294,0.938,0.85163,0.75438
0.11075,0.938,0.81413,0.74438
0.07220,1.000,0.87476,0.74625
0.02866,1.000,0.77184,0.76313
0.04276,1.000,0.81126,0.76438
0.38564,0.938,0.80101,0.76875
0.13120,0.875,0.80132,0.75062
0.07904,0.938,0.83078,0.75562
0.55919,0.875,0.84077,0.74562
0.32423,0.812,0.82299,0.75000
0.24776,0.875,0.89783,0.73438
0.54310,0.875,0.83231,0.74750
0.22710,0.938,0.81477,0.76187
0.09695,1.000,0.84200,0.76250
0.13914,0.938,0.83011,0.75813
0.04548,1.000,0.82686,0.75187
0.09129,1.000,0.81877,0.74875
0.26496,0.875,0.79342,0.76375
0.30020,0.812,0.85187,0.73625
0.29183,0.875,0.92382,0.72000
0.10211,0.938,0.83064,0.75562
0.03563,1.000,0.82446,0.76187
0.11568,1.000,0.81416,0.75562
0.85006,0.812,0.85888,0.74750
0.11008,0.938,0.82678,0.76062
0.08287,0.938,0.83107,0.75000
0.16819,0.875,0.85955,0.75125
0.31381,0.938,0.81457,0.75313
0.10986,1.000,0.80038,0.75375
0.31933,0.875,0.83607,0.75250
0.09120,1.000,0.85927,0.75750
0.05519,1.000,0.89679,0.74625
0.09645,1.000,0.82474,0.76750
0.33551,0.938,0.86880,0.73813
0.29487,0.875,0.88687,0.75062
0.13682,0.938,0.86783,0.75438
0.35528,0.875,0.83110,0.75750
0.25432,0.938,0.86034,0.75062
0.04365,1.000,0.83644,0.74938
0.04289,1.000,0.86087,0.73313
0.07498,1.000,0.84983,0.75250
0.21701,0.875,0.80989,0.77125
0.63164,0.812,0.82685,0.76375
0.30912,0.875,0.85981,0.77000
0.41574,0.750,0.81561,0.76313
0.21220,0.875,0.81427,0.75562
0.06490,1.000,0.83043,0.76187
0.29356,0.875,0.83225,0.76438
0.13097,1.000,0.83610,0.75250
0.10302,1.000,0.86111,0.74313
0.38605,0.875,0.82222,0.76062
0.05789,1.000,0.84244,0.75687
0.13549,0.938,0.80206,0.75313
0.13953,0.938,0.82264,0.75125
0.20440,0.938,0.83837,0.74938
0.03926,1.000,0.89630,0.74313
0.34062,0.938,0.83911,0.76125
0.03054,1.000,0.86365,0.75062
0.08404,0.938,0.88821,0.75250
0.47996,0.875,0.88649,0.74813
0.07153,0.938,0.88635,0.74813
0.23834,0.938,0.88157,0.75875
0.05649,1.000,0.90110,0.75000
0.01688,1.000,0.86581,0.74938
0.09889,1.000,0.82748,0.76812
0.11236,0.938,0.86494,0.76250
0.16073,0.938,0.89671,0.74750
0.07474,1.000,0.83469,0.76562
0.20731,0.812,0.89512,0.75562
0.07052,1.000,0.90550,0.74750
0.28992,0.875,0.83908,0.76125
0.07119,1.000,0.89500,0.75500
0.44986,0.750,0.82761,0.74438
0.03252,1.000,0.85158,0.75438
0.21295,0.875,0.83353,0.75187
0.27677,0.812,0.83785,0.75375
0.19288,0.938,0.86178,0.76375
0.23436,0.875,0.88766,0.74187
0.26470,0.938,0.91797,0.73438
0.21904,0.938,0.87087,0.75000
0.38040,0.812,0.83653,0.75062
0.44732,0.938,0.82351,0.76438
0.09867,1.000,0.82241,0.75250
0.08717,1.000,0.82750,0.74875
0.46193,0.875,0.88816,0.74313
0.16077,0.938,0.82602,0.75375
0.26912,0.875,0.80335,0.76000
0.46658,0.812,0.83804,0.73687
0.37864,0.938,0.81016,0.76062
0.07457,1.000,0.83393,0.75187
